Sector: Fast Moving Consumer Goods,
Date: 09-Nov-2025,
Note:- Statement: 1 = Standalone and 2 = Consolidated,
Generated by and for: signshailesh@gmail.com,

Stock Name,Symbol,Industry,Market Cap(Rs. Cr.),Exchange,LTP,Chg%,TTM Statement,Period Ending,Total Debt(Rs. Cr.),Enterprise Value(Rs. Cr.),TTM Ending (Results),Net Sales (Rs. Cr.),Profit After Tax (Rs. Cr.),TTM Ending (Valuation),Price Earning Ratio(TTM),"PEG Ratio ",Price To Book Value(TTM),Statement,Year Ending,Debt Equity Ratio,Return On Equity(%),Return On Capital Employed(%),Symbol with Comma for External Upload
Suryo Foods & Industries Ltd.,SURFI,Consumer Food,10.5,BSE,26.51,4.99,1,2025-09,,10.46,2025-09,0,0.27,2025-09,38.6,2.03,-4.22,1,2024-03,0,0,0,"SURFI,"
Magenta Lifecare Ltd.,MAGENTA,Household & Personal Products,10.3,BSE,15.00,,1,2025-03,2,10.86,2025-03,10.18,0.08,2025-03,125.67,,0.74,1,2025-03,0.15,0.82,2.68,"MAGENTA,"
Super Bakers (India) Ltd.,SUPERBAK,Consumer Food,9.06,BSE,30.00,-0.07,1,2025-03,0,5.01,2025-06,0,0.44,2025-06,20.46,1.39,1.74,1,2025-03,0,8.69,10.37,"SUPERBAK,"
Euro Leder Fashion Ltd.,EUROLED,Leather,8.83,BSE,19.73,-2.23,1,2025-03,13.45,19.7,2025-06,20.59,0.23,2025-06,38.71,-2.34,0.58,1,2025-03,0.92,1.34,4.75,"EUROLED,"
Uniroyal Marine Exports Ltd.,UNRYLMA,Consumer Food,8.72,BSE,13.46,-4.94,1,2025-06,13.76,21.66,2025-06,28.06,0.8,2025-06,10.96,-0.97,18.84,1,2025-03,33.62,16.89,10.48,"UNRYLMA,"
Panther Industrial Products Ltd.,PANIDPR,Packaging,8.68,BSE,62.00,,1,2025-06,7.42,16.08,2025-06,0,-0.6,2025-06,0,0,7.8,1,2024-03,4.57,6.13,1.75,"PANIDPR,"
Sabar Flex India Ltd.,SABAR,Packaging,8.57,NSE,5.65,0.00,1,2025-03,24.48,32.82,2025-03,147.72,0.7,2025-03,12.16,,0.3,1,2024-03,0.68,16.03,17,"SABAR,"
Transglobe Foods Ltd.,TRANSFD,Consumer Food,5.49,BSE,379.00,0.00,1,2025-03,0.55,5.84,2025-06,0.18,-0.04,2025-06,0,,-7.8,1,2024-03,-1.38,0,-75.21,"TRANSFD,"
Oscar Global Ltd.,OSCARGLO,Leather,5.08,BSE,15.39,,1,2025-03,0,4.21,2025-06,0,-0.2,2025-06,0,0,1.72,1,2025-03,0,-6.82,-6.82,"OSCARGLO,"
Tricom Fruit Products Ltd.,TRICOMFRU,Consumer Food,4.49,BSE,2.35,-4.86,1,2025-03,65.89,70.35,2024-12,0,0,2025-03,,,-0.05,1,2025-03,-0.76,0,0,"TRICOMFRU,"
Goldcoin Health Foods Ltd.,GOLDCOINHF,Consumer Food,3.77,BSE,12.55,4.85,1,2025-09,0.35,3.63,2025-09,0.08,0.01,2025-09,342.38,,3.6,1,2024-03,0.29,-24.26,-18.57,"GOLDCOINHF,"
VASA Retail And Overseas Ltd.,VASA,Printing & Stationery,3,NSE,5.00,,1,2025-03,22.53,25.53,2025-03,0,-0.1,2025-03,0,,-0.17,1,2025-03,-1.26,0,-2.11,"VASA,"
Madhur Industries Ltd.,MADHURIND,Consumer Food,2.78,BSE,6.80,4.94,1,2025-03,0.01,-0.68,2025-06,0,-0.77,2025-06,0,,0.68,1,2025-03,0,-7.74,-7.59,"MADHURIND,"
Arur Footwear Ltd.,SRIND,Household & Personal Products,0.25,BSE,3.12,,1,2025-03,1.52,1.61,2025-03,0,-0.87,2024-03,0,0,-0.19,1,2025-03,0.13,0,-9.62,"SRIND,"
Purity Flex Pack Ltd.,PURITY,Packaging,0.24,BSE,2.24,,1,2025-03,19.05,17.26,2025-06,132.12,2.65,2025-03,0.09,0.08,0.01,1,2025-03,0.53,7.65,10.83,"PURITY,"
Srivari Spices & Foods Ltd. - RE,SSFL-RE,Consumer Food,0,NSE,44.85,,1,,,0,,,,-0,,,,1,-0,,,,"SSFL-RE,"
Diligent Industries Ltd. - (Rights Entitlements (REs)),DILIND-RE,Edible Oil,0,BSE,0.13,,1,,,0,,,,-0,,,,1,-0,,,,"DILIND-RE,"
Nhc Foods Ltd. - (Rights Entitlements (REs)),NHCFO-RE,Consumer Food,0,BSE,0.86,,1,,,0,,,,-0,,,,1,-0,,,,"NHCFO-RE,"
Sonalis Consumer Products Ltd. - (Rights Entitlements (REs)),SONALI-RE,Consumer Food,0,BSE,0.50,,1,,,0,,,,-0,,,,1,-0,,,,"SONALI-RE,"
Sarveshwar Foods Ltd. - (Rights Entitlements (REs)),SARVES-RE,Consumer Food,0,NSE,0.22,,1,,,0,,,,-0,,,,1,-0,,,,"SARVES-RE,"
